sonnet_num,line,neg,neu,pos,compound,Verbs,Nouns,Adverbs,Corpus
118.0,"Like as to make our appetites more keen,
With eager compounds we our palate urge,
As to prevent our maladies unseen,
We sicken to shun sickness when we purge;
Even so being full of your ne'er-cloying sweetness,
To bitter sauces did I frame my feeding,
And sick of welfare, found a kind of meetness
To be diseas'd ere that there was true needing.
Thus policy in love, t' anticipate
The ills that were not, grew to faults assured,
And brought to medicine a healthful state
Which, rank of goodness, would by ill be cured.
But thence I learn, and find the lesson true,
Drugs poison him that so fell sick of you.",0.131,0.697,0.172,0.0786,make prevent sicken shun purge cloy frame find diseas'd need grow assure bring would cure thence learn find poison fall,appetite compound palate urge malady sickness ne'er sweetness sauce feeding welfare kind meetness policy love anticipate ill fault medicine state rank goodness lesson drug,more when even so thus so,like appetite keen eager compound palate urge prevent malady unseen sicken shun sickness purge ne er cloy sweetness bitter sauce frame feeding sick welfare find kind meetness diseas d ere true need policy love t anticipate ill grow fault assure bring medicine healthful state rank goodness ill cure learn find lesson true drug poison fall sick 
119.0,"What potions have I drunk of Siren tears
Distill'd from limbecks foul as hell within,
Applying fears to hopes, and hopes to fears,
Still losing when I saw myself to win!
What wretched errors hath my heart committed,
Whilst it hath thought itself so blessed never!
How have mine eyes out of their spheres been fitted
In the distraction of this madding fever!
O benefit of ill, now I find true
That better is by evil still made better,
And ruin'd love when it is built anew
Grows fairer than at first, more strong, far greater.
So I return rebuk'd to my content,
And gain by ills thrice more than I have spent.",0.188,0.538,0.275,0.9395,tear apply hope lose see win wretche hath commit think bless fit mad find make build grow return rebuk'd gain thrice spend,potion limbeck hell fear hope fear error heart eye sphere distraction fever benefit love content ill,still when so never how now still when anew first more far so,potion drunk Siren tear Distill d limbeck foul hell apply fear hope hope fear lose see win wretche error hath heart commit whilst hath think bless eye sphere fit distraction mad fever o benefit ill find true well evil well ruin d love build anew grow fair strong far great return rebuk d content gain ill thrice spend 
120.0,"That you were once unkind befriends me now,
And for that sorrow which I then did feel
Needs must I under my transgression bow,
Unless my nerves were brass or hammered steel.
For if you were by my unkindness shaken
As I by yours, y' have pass'd a hell of time,
And I, a tyrant, have no leisure taken
To weigh how once I suffered in your crime.
O that our night of woe might have rememb'red
My deepest sense, how hard true sorrow hits,
And soon to you, as you to me then, tend'red
The humble salve which wounded bosoms fits!
But that your trespass now becomes a fee,
Mine ransoms yours, and yours must ransom me.",0.172,0.813,0.016,-0.9151,feel must hammer pass'd take weigh suffer may rememb're wound fit become ransom must ransom,unkind befriend sorrow need transgression bow nerve brass steel unkindness hell time tyrant leisure crime night sense sorrow hit salve bosom trespass fee,once now then how how soon then now,unkind befriend sorrow feel need transgression bow nerve brass hammer steel unkindness shaken y pass d hell time tyrant leisure take weigh suffer crime o night woe rememb re deep sense hard true sorrow hit soon tend red humble salve wound bosom fit trespass fee ransom ransom 
121.0,"'Tis better to be vile than vile esteemed,
When not to be receives reproach of being,
And the just pleasure lost, which is so deemed
Not by our feeling, but by others' seeing.
For why should others' false adulterate eyes
Give salutation to my sportive blood?
Or on my frailties why are frailer spies,
Which in their wills count bad what I think good?
No, I am that I am, and they that level
At my abuses reckon up their own;
I may be straight though they themselves be bevel;
By their rank thoughts my deeds must not be shown,
Unless this general evil they maintain:
All men are bad and in their badness reign.",0.224,0.688,0.088,-0.9688,tis esteem receive lose should give count think level reckon may be must show maintain,vile pleasure feeling other seeing other adulterate eye salutation blood frailty frailer spy will abuse rank thought deed evil man reign,when reproach so why why, tis well vile vile esteem receive reproach pleasure lose deemed feeling seeing false adulterate eye salutation sportive blood frailty frailer spy will count bad think good level abuse reckon straight bevel rank thought deed show general evil maintain man bad badness reign 
122.0,"Thy gift, thy tables, are within my brain
Full character'd with lasting memory,
Which shall above that idle rank remain
Beyond all date, even to eternity;
Or at the least, so long as brain and heart
Have faculty by nature to subsist,
Till each to raz'd oblivion yield his part
Of thee, thy record never can be miss'd.
That poor retention could not so much hold,
Nor need I tallies thy dear love to score;
Therefore to give them from me was I bold,
To trust those tables that receive thee more:
To keep an adjunct to remember thee
Were to import forgetfulness in me.",0.027,0.838,0.135,0.91,last shall remain raz'd yield can miss'd could need thy score give trust receive keep remember import,gift table brain memory rank date eternity brain heart faculty nature subsist oblivion part record retention hold tally love table adjunct forgetfulness,even so long never so therefore,Thy gift thy table brain character d last memory shall idle rank remain date eternity long brain heart faculty nature subsist till raz d oblivion yield thee thy record miss d poor retention hold need tally thy dear love score bold trust table receive thee adjunct remember thee import forgetfulness 
123.0,"No! Time, thou shalt not boast that I do change:
Thy pyramids built up with newer might
To me are nothing novel, nothing strange;
They are but dressings of a former sight.
Our dates are brief, and therefore we admire
What thou dost foist upon us that is old,
And rather make them born to our desire
Than think that we before have heard them told.
Thy registers and thee I both defy,
Not wond'ring at the present, nor the past,
For thy records and what we see doth lie,
Made more or less by thy continual haste.
This I do vow and this shall ever be,
I will be true despite thy scythe and thee.",0.036,0.868,0.097,0.8858,boast change build may admire dost make bear think hear tell defy wond're see make shall will,pyramid dressing sight date foist desire register present past thy record doth lie haste scythe,therefore rather before more ever, Time thou shalt boast change Thy pyramid build new novel strange dressing sight date brief admire thou dost foist old bear desire think hear tell Thy register thee defy wond re present past thy record doth lie thy continual haste vow shall true despite thy scythe thee 
124.0,"If my dear love were but the child of state,
It might for Fortune's bastard be unfather'd,
As subject to Time's love, or to Time's hate,
Weeds among weeds, or flowers with flowers gather'd.
No, it was builded far from accident;
It suffers not in smiling pomp, nor falls
Under the blow of thralled discontent,
Whereto th' inviting time our fashion calls;
It fears not policy, that heretic,
Which works on leases of short-numb'red hours,
But all alone stands hugely politic,
That it nor grows with heat, nor drowns with show'rs.
To this I witness call the fools of Time,
Which die for goodness, who have liv'd for crime.",0.286,0.582,0.132,-0.9801,may build suffer smile fall thralle call fear work stand grow call die,love child state love hate weed flower flower accident pomp blow discontent inviting time fashion policy heretic lease hour heat drown witness fool goodness liv'd crime,far short alone hugely,dear love child state Fortune bastard unfather d subject Time love Time hate Weeds weed flower flower gather d build far accident suffer smile pomp fall blow thralle discontent Whereto th inviting time fashion call fear policy heretic work lease short numb red hour stand hugely politic grow heat drown show rs witness fool Time die goodness liv d crime 
125.0,"Were't aught to me I bore the canopy,
With my extern the outward honoring,
Or laid great bases for eternity,
Which proves more short than waste or ruining?
Have I not seen dwellers on form and favor
Lose all, and more, by paying too much rent,
For compound sweet forgoing simple savor,
Pitiful thrivers, in their gazing spent?
No, let me be obsequious in thy heart,
And take thou my oblation, poor but free,
Which is not mix'd with seconds, knows no art,
But mutual render, only me for thee.
Hence, thou suborn'd informer, a true soul
When most impeach'd stands least in thy control.",0.128,0.721,0.151,0.6946,aught bear lay prove ruin see lose pay forgo spend let take know,canopy outward honoring basis eternity waste dweller form favor rent compound savor thriver gazing heart oblation mix'd second art render soul stand control,more more too only hence when,Were t aught bear canopy extern outward honoring lay great basis eternity prove short waste ruin see dweller form favor lose pay rent compound sweet forgo simple savor pitiful thriver gazing spend let obsequious thy heart thou oblation poor free mix d second know art mutual render thee thou suborn d informer true soul impeach d stand thy control 
126.0,"O thou, my lovely boy, who in thy power
Dost hold Time's fickle glass, his sickle, hour;
Who hast by waning grown, and therein show'st
Thy lovers withering as thy sweet self grow'st;
If Nature (sovereign mistress over wrack)
As thou goest onwards still will pluck thee back,
She keeps thee to this purpose, that her skill
May Time disgrace and wretched minutes kill.
Yet fear her, O thou minion of her pleasure,
She may detain, but not still keep, her treasure!
Her audit (though delay'd) answer'd must be,
And her quietus is to render thee.
(. . . . . . . . . .)
(. . . . . . . . . .)",0.082,0.818,0.1,0.2244,hold wane grow wither will pluck thee keep disgrace kill fear may detain keep must render,boy power glass sickle hour lover self grow'st mistress purpose skill minute minion pleasure treasure audit quietus,therein wrack onwards still still,o thou lovely boy thy power Dost hold Time fickle glass sickle hour hast wane grow show st Thy lover wither thy sweet self grow st Nature sovereign mistress wrack thou goest onwards pluck thee keep thee purpose skill Time disgrace wretched minute kill fear o thou minion pleasure detain treasure audit delay d answer d quietus render thee 
127.0,"In the old age black was not counted fair,
Or if it were it bore not beauty's name;
But now is black beauty's successive heir,
And beauty slander'd with a bastard shame,
For since each hand hath put on nature's power,
Fairing the foul with art's false borrow'd face,
Sweet beauty hath no name, no holy bow'r,
But is profan'd, if not lives in disgrace.
Therefore my mistress' eyes are raven black,
Her eyes so suited, and they mourners seem
At such who, not born fair, no beauty lack,
Sland'ring creation with a false esteem:
Yet so they mourn, becoming of their woe,
That every tongue says beauty should look so.",0.228,0.54,0.232,0.6859,count slander'd put fair live raven seem bear sland're mourn become say should look,age black beauty name beauty heir beauty shame hand hath nature power foul art face beauty hath name disgrace mistress eye eye mourner beauty lack creation esteem woe tongue beauty,now therefore so so so,old age black count fair bore beauty black beauty successive heir beauty slander d bastard shame hand hath nature power fair foul art false borrow d face sweet beauty hath holy bow r profan d live disgrace mistress eye raven black eye suited mourner bear fair beauty lack sland re creation false esteem mourn woe tongue say beauty look 
128.0,"How oft when thou, my music, music play'st
Upon that blessed wood whose motion sounds
With thy sweet fingers when thou gently sway'st
The wiry concord that mine ear confounds,
Do I envy those jacks that nimble leap
To kiss the tender inward of thy hand,
Whilst my poor lips, which should that harvest reap,
At the wood's boldness by thee blushing stand.
To be so tickled they would change their state
And situation with those dancing chips,
O'er whom thy fingers walk with gentle gait,
Making dead wood more blest than living lips:
Since saucy jacks so happy are in this,
Give them thy fingers, me thy lips to kiss.",0.07,0.719,0.212,0.9604,bless sound sway'st confound envy kiss should blush would change walk make give lip kiss,music music play'st wood motion finger concord ear jack leap tender inward hand lip harvest reap wood boldness stand state situation dancing chip o'er finger gait wood living lip jack finger,how oft when when gently so more,oft thou music music play st bless wood motion sound thy sweet finger thou gently sway st wiry concord ear confound envy jack nimble leap kiss tender inward thy hand whilst poor lip harvest reap wood boldness thee blush stand tickled change state situation dancing chip o er thy finger walk gentle gait make dead wood bl living lip saucy jack happy thy finger thy lip kiss 
129.0,"Th' expense of spirit in a waste of shame
Is lust in action, and till action, lust
Is perjur'd, murd'rous, bloody, full of blame,
Savage, extreme, rude, cruel, not to trust,
Enjoy'd no sooner but despised straight,
Past reason hunted, and no sooner had,
Past reason hated as a swallowed bait
On purpose laid to make the taker mad:
Mad in pursuit and in possession so,
Had, having, and in quest to have, extreme,
A bliss in proof, and prov'd, a very woe,
Before, a joy propos'd, behind, a dream.
All this the world well knows, yet none knows well
To shun the heaven that leads men to this hell.",0.32,0.511,0.17,-0.9702,trust despise hate swallow lay make have know know shun lead,th expense spirit waste shame lust action action lust blame reason reason bait purpose taker pursuit possession bliss proof woe joy propos'd dream world none man hell,no sooner straight no sooner so very before behind well well,th expense spirit waste shame lust action till action lust perjur d murd rous bloody blame Savage extreme rude cruel trust Enjoy d sooner despise straight Past reason hunted sooner past reason hate swallow bait purpose lay taker mad mad pursuit possession have quest extreme bliss proof prov d woe joy propos d dream world know know shun heaven lead man hell 
130.0,"My mistress' eyes are nothing like the sun;
Coral is far more red than her lips' red;
If snow be white, why then her breasts are dun;
If hairs be wires, black wires grow on her head.
I have seen roses damask'd, red and white,
But no such roses see I in her cheeks,
And in some perfumes is there more delight
Than in the breath that from my mistress reeks.
I love to hear her speak, yet well I know
That music hath a far more pleasing sound;
I grant I never saw a goddess go,
My mistress when she walks treads on the ground.
And yet, by heaven, I think my love as rare
As any she belied with false compare.",0.031,0.737,0.233,0.987,grow see see reek love hear speak know grant see go walk think belie,mistress eye sun lip red snow breast hair wire wire head rose damask'd rose cheek perfume delight breath mistress music sound goddess mistress tread ground love compare,far more why then far more never when yet,mistress eye like sun Coral far red lip red snow white breast dun hair wire black wire grow head see rose damask d red white rose cheek perfume delight breath mistress reek love hear speak know music hath far pleasing sound grant see goddess mistress walk tread ground heaven think love rare belie false compare 
131.0,"Thou art as tyrannous, so as thou art,
As those whose beauties proudly make them cruel;
For well thou know'st to my dear doting heart
Thou art the fairest and most precious jewel.
Yet in good faith some say that thee behold,
Thy face hath not the power to make love groan;
To say they err I dare not be so bold,
Although I swear it to myself alone.
And to be sure that is not false I swear,
A thousand groans, but thinking on thy face,
One on another's neck, do witness bear
Thy black is fairest in my judgment's place.
In nothing art thou black save in thy deeds,
And thence this slander as I think proceeds.",0.049,0.747,0.204,0.9549,make dote art say make say err dare swear swear think save thence think,art beauty heart jewel faith behold face hath power love groan face neck witness bear black judgment place art deed slander proceed,so proudly most so,Thou art tyrannous thou art beauty proudly cruel thou know st dear dote heart Thou art fair precious jewel good faith thee behold Thy face hath power love groan err dare bold swear sure false swear thousand groans think thy face neck witness bear Thy black fair judgment place art thou black save thy deed slander think proceed 
132.0,"Thine eyes I love, and they as pitying me,
Knowing thy heart torment me with disdain,
Have put on black, and loving mourners be,
Looking with pretty ruth upon my pain.
And truly not the morning sun of heaven
Better becomes the grey cheeks of th' east,
Nor that full star that ushers in the even
Doth half that glory to the sober west,
As those two mourning eyes become thy face.
O, let it then as well beseem thy heart
To mourn for me, since mourning doth thee grace,
And suit thy pity like in every part.
Then will I swear beauty herself is black,
And all they foul that thy complexion lack.",0.17,0.591,0.239,0.9081,love pity know torment put love look become usher mourn become let beseem mourn mourn suit will swear foul,eye heart disdain mourner ruth pain morning sun cheek east star glory west eye face heart grace pity part beauty complexion lack,pretty truly even then as well then,thine eye love pity know thy heart torment disdain black love mourner look pretty ruth pain truly morning sun heaven well grey cheek th east star usher Doth half glory sober west mourn eye thy face o let beseem thy heart mourn mourn doth thee grace suit thy pity like swear beauty black foul thy complexion lack 
133.0,"Beshrew that heart that makes my heart to groan
For that deep wound it gives my friend and me;
Is't not enough to torture me alone,
But slave to slavery my sweet'st friend must be?
Me from myself thy cruel eye hath taken,
And my next self thou harder hast engrossed:
Of him, myself, and thee I am forsaken,
A torment thrice threefold thus to be crossed.
Prison my heart in thy steel bosom's ward,
But then my friend's heart let my poor heart bail;
Whoe'er keeps me, let my heart be his guard,
Thou canst not then use rigor in my jail:
And yet thou wilt, for I being pent in thee,
Perforce am thine, and all that is in me.",0.155,0.773,0.073,-0.9395,beshrew make groan give torture must take engross forsake cross let keep let use pen,heart heart wound friend slave slavery sweet'st friend eye self torment thrice prison heart steel ward friend heart heart bail heart guard rigor jail thine,harder thus then then yet,beshrew heart make heart groan deep wound give friend Is t torture slave slavery sweet st friend thy cruel eye hath take self thou harder hast engross thee forsake torment thrice threefold cross prison heart thy steel bosom ward friend heart let poor heart bail Whoe er keep let heart guard Thou canst use rigor jail thou wilt pen thee Perforce thine 
134.0,"So now I have confess'd that he is thine,
And I myself am mortgag'd to thy will,
Myself I'll forfeit, so that other mine
Thou wilt restore to be my comfort still:
But thou wilt not, nor he will not be free,
For thou art covetous, and he is kind;
He learn'd but surety-like to write for me
Under that bond that him as fast doth bind.
The statute of thy beauty thou wilt take,
Thou usurer, that put'st forth all to use,
And sue a friend came debtor for my sake,
So him I lose through my unkind abuse.
Him have I lost, thou hast both him and me,
He pays the whole, and yet am I not free.",0.162,0.717,0.121,-0.7766,confess'd will forfeit wilt restore wilt will learn'd write take put'st use sue come lose lose pay,mortgag'd will mine comfort surety bond doth bind statute usurer friend debtor sake unkind abuse whole,so now still forth so yet,confess d thine mortgag d thy forfeit Thou wilt restore comfort thou wilt free thou art covetous kind learn d surety like write bond fast doth bind statute thy beauty thou wilt Thou usurer put st forth use sue friend come debtor sake lose unkind abuse lose thou hast pay free 
135.0,"Whoever hath her wish, thou hast thy Will,
And Will to boot, and Will in overplus;
More than enough am I that vex thee still,
To thy sweet will making addition thus.
Wilt thou, whose will is large and spacious,
Not once vouchsafe to hide my will in thine?
Shall will in others seem right gracious,
And in my will no fair acceptance shine?
The sea, all water, yet receives rain still,
And in abundance addeth to his store,
So thou being rich in Will add to thy Will
One will of mine to make thy large Will more.
Let no unkind, no fair beseechers kill;
Think all but one, and me in that one Will.",0.086,0.802,0.112,0.5122,hath boot Will thy make hide will seem receive addeth Will add will make let unkind kill think,wish am will addition will will thine other will acceptance shine sea water rain abundance store thy will beseecher,overplus still thus once right still so more,hath wish thou hast thy boot overplus vex thee thy sweet make addition Wilt thou large spacious vouchsafe hide thine Shall right gracious fair acceptance shine sea water receive rain abundance addeth store thou rich add thy thy large let unkind fair beseecher kill think 
136.0,"If thy soul check thee that I come so near,
Swear to thy blind soul that I was thy Will,
And will, thy soul knows, is admitted there;
Thus far for love my love-suit, sweet, fulfill.
Will will fulfill the treasure of thy love,
Ay, fill it full with wills, and my will one.
In things of great receipt with ease we prove
Among a number one is reckon'd none:
Then in the number let me pass untold,
Though in thy store's account I one must be,
For nothing hold me, so it please thee hold
That nothing me, a something sweet to thee.
Make but my name thy love, and love that still,
And then thou lovest me, for my name is Will.",0.022,0.724,0.255,0.9814,check come swear thy will know admit Will will fulfill fill prove let pass must hold hold make love lovest,soul soul soul love love suit treasure love will will thing receipt ease number one none number store account name love name,so near there thus far then untold so still then,thy soul check thee come near swear thy blind soul thy thy soul know admit far love love suit sweet fulfill fulfill treasure thy love ay fill will thing great receipt ease prove number reckon d number let pass untold thy store account hold thee hold sweet thee thy love love thou lovest 
137.0,"Thou blind fool, Love, what dost thou to mine eyes,
That they behold and see not what they see?
They know what beauty is, see where it lies,
Yet what the best is take the worst to be.
If eyes, corrupt by over-partial looks,
Be anchor'd in the bay where all men ride,
Why of eyes' falsehood hast thou forged hooks,
Whereto the judgment of my heart is tied?
Why should my heart think that a several plot,
Which my heart knows the wide world's common place?
Or mine eyes seeing this, say this is not,
To put fair truth upon so foul a face?
In things right true my heart and eyes have erred,
And to this false plague are they now transferred.",0.1,0.774,0.126,0.7002,dost behold see see know see lie take ride forge whereto tie should think know see say put err transfer,fool mine eye beauty eye look bay man eye falsehood hook judgment heart heart plot heart world place mine eye truth face thing heart eye plague,where anchor'd where why why so now,Thou blind fool Love dost thou eye behold know beauty lie good bad eye corrupt partial look anchor d bay man ride eye falsehood hast thou forge hook whereto judgment heart tie heart think plot heart know wide world common place eye see fair truth foul face thing right true heart eye err false plague transfer 
138.0,"When my love swears that she is made of truth,
I do believe her, though I know she lies,
That she might think me some untutor'd youth,
Unlearned in the world's false subtilties.
Thus vainly thinking that she thinks me young,
Although she knows my days are past the best,
Simply I credit her false-speaking tongue;
On both sides thus is simple truth suppress'd.
But wherefore says she not she is unjust?
And wherefore say not I that I am old?
O, love's best habit is in seeming trust,
And age in love loves not t' have years told.
Therefore I lie with her, and she with me,
And in our faults by lies we flattered be.",0.068,0.667,0.265,0.9808,swear make believe know lie may think unlearn think think know credit speak say say seem love tell lie flatter,love truth youth world subtiltie day tongue side truth wherefore wherefore love habit trust age love t year fault lie,when thus vainly simply false thus therefore,love swear truth believe know lie think untutor d youth unlearn world false subtiltie vainly think think young know day past good simply credit false speak tongue side simple truth suppress d wherefore say unjust wherefore old o love good habit trust age love love t year tell lie fault lie flatter 
139.0,"O, call not me to justify the wrong
That thy unkindness lays upon my heart,
Wound me not with thine eye but with thy tongue,
Use power with power, and slay me not by art.
Tell me thou lov'st elsewhere, but in my sight,
Dear heart, forbear to glance thine eye aside;
What need'st thou wound with cunning when thy might
Is more than my o'erpress'd defense can bide?
Let me excuse thee: ah, my love well knows
Her pretty looks have been mine enemies,
And therefore from my face she turns my foes,
That they elsewhere might dart their injuries:
Yet do not so, but since I am near slain,
Kill me outright with looks, and rid my pain.",0.144,0.726,0.13,-0.6124,call justify wound use slay tell glance may can bide let excuse know turn may dart kill rid,lay heart eye tongue power power art sight heart eye o'erpress'd defense love look mine enemy face foe injury slain look pain,elsewhere aside when well therefore elsewhere yet so outright,o justify wrong thy unkindness lay heart wound thine eye thy tongue use power power slay art tell thou lov st sight dear heart forbear glance thine eye aside need st thou wound cunning thy o erpress d defense bide let excuse thee ah love know pretty look enemy face turn foe dart injury near slain kill outright look rid pain 
140.0,"Be wise as thou art cruel, do not press
My tongue-tied patience with too much disdain,
Lest sorrow lend me words, and words express
The manner of my pity-wanting pain.
If I might teach thee wit, better it were,
Though not to love, yet, love, to tell me so,
As testy sick men, when their deaths be near,
No news but health from their physicians know;
For if I should despair, I should grow mad,
And in my madness might speak ill of thee;
Now this ill-wresting world is grown so bad,
Mad slanderers by mad ears believed be.
That I may not be so, nor thou belied,
Bear thine eyes straight, though thy proud heart go wide.",0.309,0.623,0.069,-0.9888,press tie lend express want may teach love love tell know should despair should grow may speak wrest grow believe be may belie go,tongue patience disdain sorrow word word manner pity pain wit man death news health physician madness world slanderer ear thine eye heart,too yet so when ill now ill so so straight wide,wise thou art cruel press tongue tie patience disdain lest sorrow lend word word express manner pity want pain teach thee wit well love love tell testy sick man death near news health physician know despair grow mad madness speak ill thee ill wrest world grow bad mad slanderer mad ear believe thou belie Bear thine eye straight thy proud heart wide 
141.0,"In faith, I do not love thee with mine eyes,
For they in thee a thousand errors note,
But 'tis my heart that loves what they despise,
Who in despite of view is pleas'd to dote;
Nor are mine ears with thy tongue's tune delighted,
Nor tender feeling to base touches prone,
Nor taste, nor smell, desire to be invited
To any sensual feast with thee alone;
But my five wits nor my five senses can
Dissuade one foolish heart from serving thee,
Who leaves unsway'd the likeness of a man,
Thy proud heart's slave and vassal wretch to be:
Only my plague thus far I count my gain,
That she that makes me sin awards me pain.",0.174,0.664,0.162,0.3013,love tis love despise pleas'd dote tender desire invite can dissuade serve leave count make sin,faith mine eye error note heart view mine ear tongue tune feeling base touch taste smell feast wit sense heart likeness man heart slave vassal wretch plague gain award pain,alone only thus far,faith love thee eye thee thousand error note tis heart love despise despite view pleas d dote ear thy tongue tune delighted tender feeling base touch prone taste smell desire invite sensual feast thee wit sense dissuade foolish heart serve thee leave unsway d likeness man Thy proud heart slave vassal wretch plague far count gain make sin award pain 
142.0,"Love is my sin, and thy dear virtue hate,
Hate of my sin, grounded on sinful loving:
O, but with mine compare thou thine own state,
And thou shalt find it merits not reproving,
Or if it do, not from those lips of thine,
That have profan'd their scarlet ornaments,
And seal'd false bonds of love as oft as mine,
Robb'd others' beds' revenues of their rents.
Be it lawful I love thee as thou lov'st those
Whom thine eyes woo as mine importune thee.
Root pity in thy heart, that when it grows,
Thy pity may deserve to pitied be.
If thou dost seek to have what thou dost hide,
By self-example mayst thou be denied.",0.164,0.65,0.186,0.8074,ground compare find reprove love lov'st woo grow may deserve pity dost seek deny,love sin virtue hate sin loving mine state merit lip thine ornament seal'd bond love other bed revenue rent thine eye mine importune pity heart pity self example,as oft when,love sin thy dear virtue hate Hate sin ground sinful loving o compare thou thine state thou shalt find merit reprove lip thine profan d scarlet ornament seal d false bond love oft Robb d bed revenue rent lawful love thee thou lov st thine eye woo importune thee Root pity thy heart grow Thy pity deserve pity thou dost seek thou dost hide self example mayst thou deny 
143.0,"Lo as a careful huswife runs to catch
One of her feathered creatures broke away,
Sets down her babe and makes all swift dispatch
In pursuit of the thing she would have stay;
Whilst her neglected child holds her in chase,
Cries to catch her whose busy care is bent
To follow that which flies before her face,
Not prizing her poor infant's discontent;
So run'st thou after that which flies from thee,
Whilst I, thy babe, chase thee afar behind,
But if thou catch thy hope, turn back to me,
And play the mother's part, kiss me, be kind.
So will I pray that thou mayst have thy Will,
If thou turn back and my loud crying still.",0.073,0.747,0.181,0.9336,run catch break set make would stay neglect hold catch follow fly prize fly catch turn play kiss will pray turn,huswife creature babe dispatch pursuit thing child chase care face infant discontent hope mother part crying,away so afar behind back so back still,Lo careful huswife run catch feathered creature break away set babe make swift dispatch pursuit thing stay whilst neglect child hold chase Cries catch busy care bent follow fly face prize poor infant discontent run st thou fly thee Whilst thy babe chase thee afar thou catch thy hope turn play mother kiss kind pray thou mayst thy thou turn loud crying 
144.0,"Two loves I have of comfort and despair,
Which like two spirits do suggest me still:
The better angel is a man right fair,
The worser spirit a woman color'd ill.
To win me soon to hell, my female evil
Tempteth my better angel from my side,
And would corrupt my saint to be a devil,
Wooing his purity with her foul pride.
And whether that my angel be turn'd fiend
Suspect I may, yet not directly tell,
But being both from me, both to each friend,
I guess one angel in another's hell.
Yet this shall I ne'er know, but live in doubt,
Till my bad angel fire my good one out.",0.232,0.592,0.176,-0.8968,suggest color'd win would corrupt woo may tell guess shall know live,love comfort despair spirit angel man fair worser spirit woman evil angel side saint devil purity pride angel fiend friend angel hell ne'er doubt angel fire one,still soon turn'd directly,love comfort despair like spirit suggest well angel man right fair worser spirit woman color d ill win soon hell female evil Tempteth well angel corrupt saint devil woo purity foul pride angel turn d fiend Suspect directly tell friend guess angel hell shall ne er know live doubt till bad angel fire good 
145.0,"Those lips that Love's own hand did make
Breath'd forth the sound that said  ""I hate""
To me that languish'd for her sake;
But when she saw my woeful state,
Straight in her heart did mercy come,
Chiding that tongue that, ever sweet,
Was us'd in giving gentle doom,
And taught it thus anew to greet:
""I hate"" she alter'd with an end
That follow'd it as gentle day
Doth follow night, who like a fiend
From heaven to hell is flown away:
'I hate' from hate away she threw,
And sav'd my life, saying ""not you.""",0.218,0.551,0.231,-0.2846,make say hate languish'd see come chide give teach greet hate alter'd like fly hate throw sav'd say,lip hand sound sake state heart mercy tongue doom end day follow night fiend hate life,forth when ever thus away away,lip Love hand Breath d forth sound say hate languish d sake see woeful state Straight heart mercy come chide tongue sweet us d give gentle doom teach anew greet hate alter d end follow d gentle day Doth follow night like fiend heaven hell fly away hate hate away throw sav d life say 
146.0,"Poor soul, the centre of my sinful earth,
Feeding these rebel pow'rs that thee array,
Why dost thou pine within and suffer dearth,
Painting thy outward walls so costly gay?
Why so large cost, having so short a lease,
Dost thou upon thy fading mansion spend?
Shall worms, inheritors of this excess,
Eat up thy charge? Is this thy body's end?
Then, soul, live thou upon thy servant's loss,
And let that pine to aggravate thy store;
Buy terms divine in selling hours of dross;
Within be fed, without be rich no more:
So shalt thou feed on Death, that feeds on men,
And Death once dead, there's no more dying then.",0.273,0.675,0.052,-0.9853,feed dost suffer paint have fade spend eat live let pine aggravate sell feed shalt feed feed die,soul centre earth rebel pow'rs array dearth wall gay cost lease mansion worm inheritor excess charge body end soul servant loss store term hour dross man,why so why so so up then so once more then,poor soul centre sinful earth feed rebel pow rs thee array dost thou pine suffer dearth paint thy outward wall costly gay large cost have short lease Dost thou thy fade mansion spend Shall worm inheritor excess eat thy charge thy body end soul live thou thy servant loss let pine aggravate thy store Buy term divine sell hour dross feed rich shalt thou feed Death feed man Death dead die 
147.0,"My love is as a fever, longing still
For that which longer nurseth the disease,
Feeding on that which doth preserve the ill,
Th' uncertain sickly appetite to please.
My reason, the physician to my love,
Angry that his prescriptions are not kept,
Hath left me, and I desperate now approve
Desire is death, which physic did except.
Past cure I am, now reason is past care,
And frantic mad with evermore unrest;
My thoughts and my discourse as madmen's are,
At randon from the truth vainly express'd;
For I have sworn thee fair, and thought thee bright,
Who art as black as hell, as dark as night.",0.191,0.633,0.175,-0.296,long nurseth feed preserve appetite please keep leave approve swear think,love fever disease doth sickly reason physician love prescription death cure reason care unrest thought discourse madman truth art hell night,still longer now now vainly as as,love fever long longer nurseth disease feed doth preserve ill Th uncertain sickly appetite reason physician love Angry prescription keep Hath leave desperate approve Desire death physic past cure reason past care frantic mad evermore unrest thought discourse madman randon truth vainly express d swear thee fair think thee bright art black hell dark night 
